tuid,"img","tag"
10434,"LMSMPS500990014","wife"
10435,"LMSMPS500990016","apprentice"
10436,"LMSMPS500990019","apprentice"
10437,"LMSMPS500990019","son/daughter"
10438,"LMSMPS500990021","apprentice"
10439,"LMSMPS500990021","son/daughter"
10440,"LMSMPS500990023","apprentice"
10441,"LMSMPS500990023","children"
10442,"LMSMPS500990023","churchwardens_overseers"
10443,"LMSMPS500990023","poor"
10444,"LMSMPS500990025","is_poor"
10445,"LMSMPS500990027","churchwardens_overseers"
10446,"LMSMPS500990027","rates"
10447,"LMSMPS500990029","apprentice"
10448,"LMSMPS500990029","debtor"
10449,"LMSMPS500990029","prisoner"
10450,"LMSMPS500990029","son/daughter"
10451,"LMSMPS500990032","bastardy"
10452,"LMSMPS500990032","children"
10453,"LMSMPS500990032","churchwardens_overseers"
10454,"LMSMPS500990032","parents"
10455,"LMSMPS500990034","assault"
10456,"LMSMPS500990034","children"
10457,"LMSMPS500990034","wife"
10458,"LMSMPS500990036","churchwardens_petition"
10459,"LMSMPS500990036","parents"
10460,"LMSMPS500990036","wife"
10461,"LMSMPS500990038","prisoner"
10462,"LMSMPS500990038","robbery"
10463,"LMSMPS500990038","wife"
10464,"LMSMPS500990040","husband"
10465,"LMSMPS500990040","indictment"
10466,"LMSMPS500990040","is_poor"
10467,"LMSMPS500990040","prisoner"
10468,"LMSMPS500990042","children"
10469,"LMSMPS500990042","husband"
10470,"LMSMPS500990044","churchwardens_overseers"
10471,"LMSMPS500990044","husband"
10472,"LMSMPS500990044","is_poor"
10473,"LMSMPS500990044","widow"
10474,"LMSMPS500990046","disability"
10475,"LMSMPS500990046","is_poor"
10476,"LMSMPS500990048","rates"
10477,"LMSMPS500990050","children"
10478,"LMSMPS500990050","churchwardens_petition"
10479,"LMSMPS500990050","removal"
10480,"LMSMPS500990050","settlement"
10481,"LMSMPS500990050","wife"
10482,"LMSMPS500990052","children"
10483,"LMSMPS500990052","churchwardens_petition"
10484,"LMSMPS500990052","removal"
10485,"LMSMPS500990052","settlement"
10486,"LMSMPS500990054","churchwardens_petition"
10487,"LMSMPS500990054","parents"
10488,"LMSMPS500990054","widow"
10489,"LMSMPS500990054","wife"
10490,"LMSMPS500990056","churchwardens_petition"
10491,"LMSMPS500990056","removal"
10492,"LMSMPS500990056","settlement"
10493,"LMSMPS500990056","widow"
10494,"LMSMPS500990058","churchwardens_petition"
10495,"LMSMPS500990058","removal"
10496,"LMSMPS500990058","settlement"
10497,"LMSMPS500990058","widow"
10498,"LMSMPS500990058","wife"
10499,"LMSMPS500990060","churchwardens_petition"
10500,"LMSMPS500990060","removal"
10501,"LMSMPS500990060","settlement"
10502,"LMSMPS500990060","wife"
10503,"LMSMPS500990062","children"
10504,"LMSMPS500990062","churchwardens_petition"
10505,"LMSMPS500990064","churchwardens_petition"
10506,"LMSMPS500990064","removal"
10507,"LMSMPS500990064","settlement"
10508,"LMSMPS500990064","wife"
10509,"LMSMPS501000005","is_poor"
10510,"LMSMPS501000005","servant"
10511,"LMSMPS501000007","apprentice"
10512,"LMSMPS501000009","apprentice"
10513,"LMSMPS501000009","assault"
10514,"LMSMPS501000012","apprentice"
10515,"LMSMPS501000012","assault"
10516,"LMSMPS501000016","drink"
10517,"LMSMPS501000016","indictment"
10518,"LMSMPS501000016","prisoner"
10519,"LMSMPS501000016","wife"
10520,"LMSMPS501000017","recognizances"
10521,"LMSMPS501000017","son/daughter"
10522,"LMSMPS501000017","wife"
10523,"LMSMPS501000018","indictment"
10524,"LMSMPS501000018","recognizances"
10525,"LMSMPS501000018","wife"
10526,"LMSMPS501000019","indictment"
10527,"LMSMPS501000019","recognizances"
10528,"LMSMPS501000021","prisoner"
10529,"LMSMPS501000034","felony"
10530,"LMSMPS501000034","prisoner"
10531,"LMSMPS501000034","theft"
10532,"LMSMPS501010010","indictment"
10533,"LMSMPS501010010","poor"
10534,"LMSMPS501010010","recognizances"
10535,"LMSMPS501010012","churchwardens_overseers"
10536,"LMSMPS501010014","is_poor"
10537,"LMSMPS501010014","widow"
10538,"LMSMPS501010016","apprentice"
10539,"LMSMPS501010016","widow"
10540,"LMSMPS501010019","apprentice"
10541,"LMSMPS501010021","apprentice"
10542,"LMSMPS501010021","assault"
10543,"LMSMPS501010022","apprentice"
10544,"LMSMPS501010022","children"
10545,"LMSMPS501010022","churchwardens_petition"
10546,"LMSMPS501010022","poor"
10547,"LMSMPS501010024","poor"
10548,"LMSMPS501010025","disability"
10549,"LMSMPS501010025","husband"
10550,"LMSMPS501010025","is_poor"
10551,"LMSMPS501010028","recognizances"
10552,"LMSMPS501010030","churchwardens_overseers"
10553,"LMSMPS501010032","churchwardens_overseers"
10554,"LMSMPS501010032","rates"
10555,"LMSMPS501010034","churchwardens_overseers"
10556,"LMSMPS501010035","churchwardens_petition"
10557,"LMSMPS501010035","husband"
10558,"LMSMPS501010035","wife"
10559,"LMSMPS501010036","riot"
10560,"LMSMPS501010037","prisoner"
10561,"LMSMPS501010038","husband"
10562,"LMSMPS501010038","recognizances"
10563,"LMSMPS501010039","assault"
10564,"LMSMPS501010039","recognizances"
10565,"LMSMPS501010040","assault"
10566,"LMSMPS501010040","indictment"
10567,"LMSMPS501010041","wages"
10568,"LMSMPS501010042","disability"
10569,"LMSMPS501010042","recognizances"
10570,"LMSMPS501010043","recognizances"
10571,"LMSMPS501010044","recognizances"
10572,"LMSMPS501010045","indictment"
10573,"LMSMPS501010045","misdemeanours"
10574,"LMSMPS501010045","poor"
10575,"LMSMPS501010045","riot"
10576,"LMSMPS501010045","wife"
10577,"LMSMPS501010046","is_poor"
10578,"LMSMPS501010046","recognizances"
10579,"LMSMPS501010047","fine"
10580,"LMSMPS501010047","misdemeanours"
10581,"LMSMPS501010047","poor"
10582,"LMSMPS501010047","prisoner"
10583,"LMSMPS501010048","is_poor"
10584,"LMSMPS501010049","churchwardens_overseers"
10585,"LMSMPS501010049","rates"
10586,"LMSMPS501010050","assault"
10587,"LMSMPS501010050","recognizances"
10588,"LMSMPS501010051","bad_husband"
10589,"LMSMPS501010051","husband"
10590,"LMSMPS501010051","is_poor"
10591,"LMSMPS501010051","wife"
10592,"LMSMPS501010052","bad_husband"
10593,"LMSMPS501010052","husband"
10594,"LMSMPS501010052","poor"
10595,"LMSMPS501010052","wife"
10596,"LMSMPS501010053","wife"
10597,"LMSMPS501010054","churchwardens_petition"
10598,"LMSMPS501010054","rates"
10599,"LMSMPS501010054","wife"
10600,"LMSMPS501010056","disability"
10601,"LMSMPS501010057","churchwardens_petition"
10602,"LMSMPS501010057","removal"
10603,"LMSMPS501010057","settlement"
10604,"LMSMPS501010057","wife"
10605,"LMSMPS501010060","apprentice"
10606,"LMSMPS501010060","churchwardens_petition"
10607,"LMSMPS501010060","removal"
10608,"LMSMPS501010063","children"
10609,"LMSMPS501010063","churchwardens_petition"
10610,"LMSMPS501010063","removal"
10611,"LMSMPS501010063","settlement"
10612,"LMSMPS501010063","son/daughter"
10613,"LMSMPS501010063","wife"
10614,"LMSMPS501010066","churchwardens_petition"
10615,"LMSMPS501010066","removal"
10616,"LMSMPS501010066","settlement"
10617,"LMSMPS501010066","wife"
10618,"LMSMPS501010096","murder"
10619,"LMSMPS501010096","prisoner"
10620,"LMSMPS501020009","apprentice"
10621,"LMSMPS501020011","disability"
10622,"LMSMPS501020011","is_poor"
10623,"LMSMPS501020013","churchwardens_overseers"
10624,"LMSMPS501020013","rates"
10625,"LMSMPS501020015","fine"
10626,"LMSMPS501020016","indictment"
10627,"LMSMPS501020016","is_poor"
10628,"LMSMPS501020016","wife"
10629,"LMSMPS501020017","husband"
10630,"LMSMPS501020017","is_poor"
10631,"LMSMPS501020017","wife"
10632,"LMSMPS501020018","felony"
10633,"LMSMPS501020018","prisoner"
10634,"LMSMPS501020018","theft"
10635,"LMSMPS501020018","wife"
10636,"LMSMPS501020019","felony"
10637,"LMSMPS501020019","friends"
10638,"LMSMPS501020019","prisoner"
10639,"LMSMPS501020019","theft"
10640,"LMSMPS501020019","wife"
10641,"LMSMPS501020020","old_age"
10642,"LMSMPS501020020","parents"
10643,"LMSMPS501020020","prisoner"
10644,"LMSMPS501020020","recognizances"
10645,"LMSMPS501020020","son/daughter"
10646,"LMSMPS501020020","wife"
10647,"LMSMPS501020021","churchwardens_overseers"
10648,"LMSMPS501020021","rates"
10649,"LMSMPS501020022","rates"
10650,"LMSMPS501020058","friends"
10651,"LMSMPS501020058","poor"
10652,"LMSMPS501020058","widow"
10653,"LMSMPS501020060","felony"
10654,"LMSMPS501020060","murder"
10655,"LMSMPS501020060","prisoner"
10656,"LMSMPS501030003","indictment"
10657,"LMSMPS501030003","wife"
10658,"LMSMPS501030004","indictment"
10659,"LMSMPS501030004","is_poor"
10660,"LMSMPS501030004","old_age"
10661,"LMSMPS501030004","wife"
10662,"LMSMPS501030005","churchwardens_overseers"
10663,"LMSMPS501030005","removal"
10664,"LMSMPS501030005","settlement"
10665,"LMSMPS501030005","widow"
10666,"LMSMPS501030007","children"
10667,"LMSMPS501030007","churchwardens_overseers"
10668,"LMSMPS501030007","is_poor"
10669,"LMSMPS501030007","parents"
10670,"LMSMPS501030007","removal"
10671,"LMSMPS501030007","settlement"
10672,"LMSMPS501030007","wife"
10673,"LMSMPS501030009","apprentice"
10674,"LMSMPS501030009","churchwardens_overseers"
10675,"LMSMPS501030009","prisoner"
10676,"LMSMPS501030010","churchwardens_petition"
10677,"LMSMPS501030013","wife"
10678,"LMSMPS501030016","churchwardens_petition"
10679,"LMSMPS501030016","old_age"
10680,"LMSMPS501030016","parents"
10681,"LMSMPS501030016","son/daughter"
10682,"LMSMPS501030016","wife"
10683,"LMSMPS501030018","churchwardens_petition"
10684,"LMSMPS501030018","old_age"
10685,"LMSMPS501030018","parents"
10686,"LMSMPS501030018","son/daughter"
10687,"LMSMPS501030018","wife"
10688,"LMSMPS501030020","churchwardens_petition"
10689,"LMSMPS501030020","parents"
10690,"LMSMPS501030020","wife"
10691,"LMSMPS501030021","apprentice"
10692,"LMSMPS501030021","husband"
10693,"LMSMPS501030021","parents"
10694,"LMSMPS501030021","son/daughter"
10695,"LMSMPS501030021","widow"
10696,"LMSMPS501030024","assault"
10697,"LMSMPS501030024","recognizances"
10698,"LMSMPS501030025","is_poor"
10699,"LMSMPS501030025","wife"
10700,"LMSMPS501030026","apprentice"
10701,"LMSMPS501030026","children"
10702,"LMSMPS501030026","churchwardens_overseers"
10703,"LMSMPS501030026","poor"
10704,"LMSMPS501030026","robbery"
10705,"LMSMPS501030027","office"
10706,"LMSMPS501030028","churchwardens_petition"
10707,"LMSMPS501030028","removal"
10708,"LMSMPS501030028","settlement"
10709,"LMSMPS501030028","wife"
10710,"LMSMPS501030031","children"
10711,"LMSMPS501030031","churchwardens_petition"
10712,"LMSMPS501030031","parents"
10713,"LMSMPS501030031","removal"
10714,"LMSMPS501030031","settlement"
10715,"LMSMPS501030035","children"
10716,"LMSMPS501030035","churchwardens_petition"
10717,"LMSMPS501030035","parents"
10718,"LMSMPS501030035","removal"
10719,"LMSMPS501030035","settlement"
10720,"LMSMPS501030035","son/daughter"
10721,"LMSMPS501030035","wife"
10722,"LMSMPS501030038","churchwardens_petition"
10723,"LMSMPS501030038","removal"
10724,"LMSMPS501030038","wife"
10725,"LMSMPS501030041","churchwardens_petition"
10726,"LMSMPS501030041","removal"
10727,"LMSMPS501030041","settlement"
10728,"LMSMPS501030041","widow"
10729,"LMSMPS501030043","churchwardens_petition"
10730,"LMSMPS501030043","removal"
10731,"LMSMPS501030043","settlement"
10732,"LMSMPS501030043","wife"
10733,"LMSMPS501030044","churchwardens_petition"
10734,"LMSMPS501030044","removal"
10735,"LMSMPS501030044","settlement"
10736,"LMSMPS501030059","felony"
10737,"LMSMPS501030059","prisoner"
10738,"LMSMPS501030059","theft"
10739,"LMSMPS501040006","indictment"
10740,"LMSMPS501040006","recognizances"
10741,"LMSMPS501040007","friends"
10742,"LMSMPS501040007","is_poor"
10743,"LMSMPS501040007","widow"
10744,"LMSMPS501040008","office"
10745,"LMSMPS501040010","prisoner"
10746,"LMSMPS501040012","apprentice"
10747,"LMSMPS501040012","prisoner"
10748,"LMSMPS501040014","children"
10749,"LMSMPS501040014","churchwardens_overseers"
10750,"LMSMPS501040014","wife"
10751,"LMSMPS501040016","apprentice"
10752,"LMSMPS501040016","debtor"
10753,"LMSMPS501040016","poor"
10754,"LMSMPS501040016","son/daughter"
10755,"LMSMPS501040018","apprentice"
10756,"LMSMPS501040018","son/daughter"
10757,"LMSMPS501040020","apprentice"
10758,"LMSMPS501040020","murder"
10759,"LMSMPS501040023","poor"
10760,"LMSMPS501040025","is_poor"
10761,"LMSMPS501040025","servant"
10762,"LMSMPS501040027","is_poor"
10763,"LMSMPS501040027","servant"
10764,"LMSMPS501040030","indictment"
10765,"LMSMPS501040030","recognizances"
10766,"LMSMPS501040030","wife"
10767,"LMSMPS501040032","is_poor"
10768,"LMSMPS501040034","assault"
10769,"LMSMPS501040034","husband"
10770,"LMSMPS501040034","indictment"
10771,"LMSMPS501040034","prisoner"
10772,"LMSMPS501040034","wife"
10773,"LMSMPS501040036","assault"
10774,"LMSMPS501040036","husband"
10775,"LMSMPS501040036","indictment"
10776,"LMSMPS501040036","wife"
10777,"LMSMPS501040037","apprentice"
10778,"LMSMPS501040039","prisoner"
10779,"LMSMPS501040039","recognizances"
10780,"LMSMPS501040039","removal"
10781,"LMSMPS501040063","children"
10782,"LMSMPS501040063","prisoner"
10783,"LMSMPS501040063","wife"
10784,"LMSMPS501050002","assault"
10785,"LMSMPS501050002","husband"
10786,"LMSMPS501050002","is_poor"
10787,"LMSMPS501050003","felony"
10788,"LMSMPS501050003","indictment"
10789,"LMSMPS501050003","prisoner"
10790,"LMSMPS501050003","receiving"
10791,"LMSMPS501050003","robbery"
10792,"LMSMPS501050003","wife"
10793,"LMSMPS501050010","friends"
10794,"LMSMPS501050010","poor"
10795,"LMSMPS501050010","prisoner"
10796,"LMSMPS501050011","prisoner"
10797,"LMSMPS501050011","recognizances"
10798,"LMSMPS501050011","treason"
10799,"LMSMPS501060007","assault"
10800,"LMSMPS501060007","debtor"
10801,"LMSMPS501060007","prisoner"
10802,"LMSMPS501060007","recognizances"
10803,"LMSMPS501060008","servant"
10804,"LMSMPS501060013","apprentice"
10805,"LMSMPS501060013","misdemeanours"
10806,"LMSMPS501060013","son/daughter"
10807,"LMSMPS501060015","apprentice"
10808,"LMSMPS501060015","assault"
10809,"LMSMPS501060015","parents"
10810,"LMSMPS501060017","is_poor"
10811,"LMSMPS501060018","drink"
10812,"LMSMPS501060018","husband"
10813,"LMSMPS501060018","indictment"
10814,"LMSMPS501060018","widow"
10815,"LMSMPS501060019","servant"
10816,"LMSMPS501060021","husband"
10817,"LMSMPS501060021","is_poor"
10818,"LMSMPS501060021","widow"
10819,"LMSMPS501060023","prisoner"
10820,"LMSMPS501060024","wages"
10821,"LMSMPS501060025","friends"
10822,"LMSMPS501060027","churchwardens_overseers"
10823,"LMSMPS501060027","is_poor"
10824,"LMSMPS501060027","old_age"
10825,"LMSMPS501060027","son/daughter"
10826,"LMSMPS501060028","friends"
10827,"LMSMPS501060028","husband"
10828,"LMSMPS501060028","indictment"
10829,"LMSMPS501060028","is_poor"
10830,"LMSMPS501060028","widow"
10831,"LMSMPS501060030","prisoner"
10832,"LMSMPS501060030","widow"
10833,"LMSMPS501060032","husband"
10834,"LMSMPS501060032","poor"
10835,"LMSMPS501060032","widow"
10836,"LMSMPS501060033","widow"
10837,"LMSMPS501060034","apprentice"
10838,"LMSMPS501060034","assault"
10839,"LMSMPS501060034","churchwardens_overseers"
10840,"LMSMPS501060034","son/daughter"
10841,"LMSMPS501060034","wife"
10842,"LMSMPS501060049","churchwardens_petition"
10843,"LMSMPS501060049","removal"
10844,"LMSMPS501060049","settlement"
10845,"LMSMPS501070013","bastardy"
10846,"LMSMPS501070013","children"
10847,"LMSMPS501070013","churchwardens_overseers"
10848,"LMSMPS501070013","parents"
10849,"LMSMPS501070015","children"
10850,"LMSMPS501070015","churchwardens_overseers"
10851,"LMSMPS501070015","son/daughter"
10852,"LMSMPS501070018","apprentice"
10853,"LMSMPS501070018","assault"
10854,"LMSMPS501070020","churchwardens_petition"
10855,"LMSMPS501070020","recognizances"
10856,"LMSMPS501070020","settlement"
10857,"LMSMPS501070020","wife"
10858,"LMSMPS501070022","apprentice"
10859,"LMSMPS501070022","churchwardens_overseers"
10860,"LMSMPS501070022","murder"
10861,"LMSMPS501070024","apprentice"
10862,"LMSMPS501070024","drink"
10863,"LMSMPS501070026","rates"
10864,"LMSMPS501070026","widow"
10865,"LMSMPS501070030","friends"
10866,"LMSMPS501070030","husband"
10867,"LMSMPS501070030","poor"
10868,"LMSMPS501070030","prisoner"
10869,"LMSMPS501070030","son/daughter"
10870,"LMSMPS501070031","friends"
10871,"LMSMPS501070031","poor"
10872,"LMSMPS501070031","prisoner"
10873,"LMSMPS501070032","assault"
10874,"LMSMPS501070032","fine"
10875,"LMSMPS501070032","indictment"
10876,"LMSMPS501070032","wife"
10877,"LMSMPS501070033","assault"
10878,"LMSMPS501070033","bad_husband"
10879,"LMSMPS501070033","husband"
10880,"LMSMPS501070033","wife"
10881,"LMSMPS501070034","office"
10882,"LMSMPS501070035","churchwardens_petition"
10883,"LMSMPS501070035","rates"
10884,"LMSMPS501070036","bastardy"
10885,"LMSMPS501070036","children"
10886,"LMSMPS501070036","churchwardens_overseers"
10887,"LMSMPS501070036","parents"
10888,"LMSMPS501070036","spinster"
10889,"LMSMPS501070037","churchwardens_petition"
10890,"LMSMPS501070037","husband"
10891,"LMSMPS501070037","parents"
10892,"LMSMPS501070037","removal"
10893,"LMSMPS501070037","settlement"
10894,"LMSMPS501070037","wife"
10895,"LMSMPS501070039","churchwardens_petition"
10896,"LMSMPS501070039","removal"
10897,"LMSMPS501070042","churchwardens_petition"
10898,"LMSMPS501070042","removal"
10899,"LMSMPS501070042","settlement"
10900,"LMSMPS501070045","churchwardens_petition"
10901,"LMSMPS501070045","removal"
10902,"LMSMPS501070045","settlement"
10903,"LMSMPS501070045","wife"
10904,"LMSMPS501080002","assault"
10905,"LMSMPS501080002","disability"
10906,"LMSMPS501080002","recognizances"
10907,"LMSMPS501080003","office"
10908,"LMSMPS501090003","indictment"
10909,"LMSMPS501090003","poor"
10910,"LMSMPS501090004","husband"
10911,"LMSMPS501090004","poor"
10912,"LMSMPS501090004","wife"
10913,"LMSMPS501100002","assault"
10914,"LMSMPS501100002","indictment"
10915,"LMSMPS501100003","assault"
10916,"LMSMPS501100003","fine"
10917,"LMSMPS501100004","bastardy"
10918,"LMSMPS501100004","churchwardens_overseers"
10919,"LMSMPS501100004","husband"
10920,"LMSMPS501100004","prisoner"
10921,"LMSMPS501100004","wife"
10922,"LMSMPS501100005","children"
10923,"LMSMPS501100005","husband"
10924,"LMSMPS501100005","wife"
10925,"LMSMPS501100006","recognizances"
10926,"LMSMPS501110001","assault"
10927,"LMSMPS501110001","indictment"
10928,"LMSMPS501110001","recognizances"
10929,"LMSMPS501110001","widow"
10930,"LMSMPS501120004","recognizances"
10931,"LMSMPS501120005","office"
10932,"LMSMPS501120006","apprentice"
10933,"LMSMPS501120006","parents"
10934,"LMSMPS501120008","churchwardens_overseers"
10935,"LMSMPS501120008","widow"
10936,"LMSMPS501120009","apprentice"
10937,"LMSMPS501120009","debtor"
10938,"LMSMPS501120009","son/daughter"
10939,"LMSMPS501120011","bastardy"
10940,"LMSMPS501120011","children"
10941,"LMSMPS501120011","churchwardens_overseers"
10942,"LMSMPS501120011","is_poor"
10943,"LMSMPS501120011","parents"
10944,"LMSMPS501120011","removal"
10945,"LMSMPS501120011","widow"
10946,"LMSMPS501120013","son/daughter"
10947,"LMSMPS501120015","office"
10948,"LMSMPS501120017","poor"
10949,"LMSMPS501120018","indictment"
10950,"LMSMPS501120018","recognizances"
10951,"LMSMPS501120018","wife"
10952,"LMSMPS501150003","apprentice"
10953,"LMSMPS501160002","apprentice"
10954,"LMSMPS501160002","assault"
10955,"LMSMPS501160002","poor"
10956,"LMSMPS501160002","son/daughter"
10957,"LMSMPS501160002","theft"
10958,"LMSMPS501160002","wife"
10959,"LMSMPS501160004","son/daughter"
10960,"LMSMPS501160006","bastardy"
10961,"LMSMPS501160006","children"
10962,"LMSMPS501160006","churchwardens_petition"
10963,"LMSMPS501160006","parents"
10964,"LMSMPS501210007","churchwardens_overseers"
10965,"LMSMPS501210007","disability"
10966,"LMSMPS501210007","son/daughter"
10967,"LMSMPS501210007","wife"
10968,"LMSMPS501210009","prisoner"
10969,"LMSMPS501210010","son/daughter"
10970,"LMSMPS501210011","office"
10971,"LMSMPS501210013","churchwardens_petition"
10972,"LMSMPS501210013","debtor"
10973,"LMSMPS501210013","widow"
10974,"LMSMPS501210014","husband"
10975,"LMSMPS501210014","wife"
10976,"LMSMPS501210015","servant"
10977,"LMSMPS501210017","indictment"
10978,"LMSMPS501210017","is_poor"
10979,"LMSMPS501210017","misdemeanours"
10980,"LMSMPS501210017","recognizances"
10981,"LMSMPS501210018","churchwardens_overseers"
10982,"LMSMPS501210018","friends"
10983,"LMSMPS501210018","is_poor"
10984,"LMSMPS501210018","widow"
10985,"LMSMPS501210020","poor"
10986,"LMSMPS501210021","prisoner"
10987,"LMSMPS501210023","old_age"
10988,"LMSMPS501210023","servant"
10989,"LMSMPS501220007","assault"
10990,"LMSMPS501220007","debtor"
10991,"LMSMPS501220007","rates"
10992,"LMSMPS501230004","rates"
10993,"LMSMPS501230008","office"
10994,"LMSMPS501230010","office"
10995,"LMSMPS501230011","churchwardens_overseers"
10996,"LMSMPS501230011","rates"
10997,"LMSMPS501230013","office"
10998,"LMSMPS501230015","old_age"
10999,"LMSMPS501230015","rates"
11000,"LMSMPS501230017","disability"
11001,"LMSMPS501230017","is_poor"
11002,"LMSMPS501230017","old_age"
11003,"LMSMPS501230017","widow"
11004,"LMSMPS501230019","is_poor"
11005,"LMSMPS501230019","old_age"
11006,"LMSMPS501230019","wife"
11007,"LMSMPS501230021","disability"
11008,"LMSMPS501230021","is_poor"
11009,"LMSMPS501230021","old_age"
11010,"LMSMPS501230021","widow"
11011,"LMSMPS501230023","children"
11012,"LMSMPS501230023","husband"
11013,"LMSMPS501230023","is_poor"
11014,"LMSMPS501230024","bad_husband"
11015,"LMSMPS501230024","husband"
11016,"LMSMPS501230024","poor"
11017,"LMSMPS501230024","wife"
11018,"LMSMPS501230025","bastardy"
11019,"LMSMPS501230025","children"
11020,"LMSMPS501230025","churchwardens_overseers"
11021,"LMSMPS501230025","parents"
11022,"LMSMPS501230025","wife"
11023,"LMSMPS501230027","churchwardens_overseers"
11024,"LMSMPS501230027","widow"
11025,"LMSMPS501230030","churchwardens_overseers"
11026,"LMSMPS501230030","indictment"
11027,"LMSMPS501230030","poor"
11028,"LMSMPS501230030","theft"
11029,"LMSMPS501230032","churchwardens_petition"
11030,"LMSMPS501230032","removal"
11031,"LMSMPS501230032","settlement"
11032,"LMSMPS501230032","spinster"
11033,"LMSMPS501230033","children"
11034,"LMSMPS501230033","churchwardens_petition"
11035,"LMSMPS501230033","removal"
11036,"LMSMPS501230033","settlement"
11037,"LMSMPS501230033","son/daughter"
11038,"LMSMPS501230033","wife"
11039,"LMSMPS501230036","children"
11040,"LMSMPS501230036","churchwardens_petition"
11041,"LMSMPS501230036","removal"
11042,"LMSMPS501230036","settlement"
11043,"LMSMPS501230036","son/daughter"
11044,"LMSMPS501230036","wife"
11045,"LMSMPS501230039","churchwardens_petition"
11046,"LMSMPS501230039","removal"
11047,"LMSMPS501230039","settlement"
11048,"LMSMPS501230039","wife"
11049,"LMSMPS501230042","churchwardens_petition"
11050,"LMSMPS501230042","removal"
11051,"LMSMPS501230042","settlement"
11052,"LMSMPS501230042","widow"
11053,"LMSMPS501230044","churchwardens_petition"
11054,"LMSMPS501230044","removal"
11055,"LMSMPS501230044","settlement"
11056,"LMSMPS501230044","widow"
11057,"LMSMPS501230046","churchwardens_petition"
11058,"LMSMPS501230046","removal"
11059,"LMSMPS501230046","servant"
11060,"LMSMPS501230046","spinster"
11061,"LMSMPS501230049","churchwardens_petition"
11062,"LMSMPS501230049","removal"
11063,"LMSMPS501230051","children"
11064,"LMSMPS501230051","churchwardens_petition"
11065,"LMSMPS501230055","churchwardens_petition"
11066,"LMSMPS501230055","removal"
11067,"LMSMPS501230055","settlement"
11068,"LMSMPS501230058","children"
11069,"LMSMPS501230058","churchwardens_petition"
11070,"LMSMPS501230058","removal"
11071,"LMSMPS501230058","settlement"
11072,"LMSMPS501230061","children"
11073,"LMSMPS501230061","churchwardens_petition"
11074,"LMSMPS501230061","removal"
11075,"LMSMPS501230061","settlement"
11076,"LMSMPS501230061","son/daughter"
11077,"LMSMPS501230061","wife"
11078,"LMSMPS501230063","churchwardens_petition"
11079,"LMSMPS501230063","removal"
11080,"LMSMPS501230063","settlement"
11081,"LMSMPS501230063","widow"
11082,"LMSMPS501230068","churchwardens_petition"
11083,"LMSMPS501230068","removal"
11084,"LMSMPS501230068","widow"
11085,"LMSMPS501240007","office"
11086,"LMSMPS501240009","recognizances"
11087,"LMSMPS501240010","children"
11088,"LMSMPS501240010","is_poor"
11089,"LMSMPS501240010","prisoner"
11090,"LMSMPS501240010","son/daughter"
11091,"LMSMPS501240010","theft"
11092,"LMSMPS501240011","bastardy"
11093,"LMSMPS501240011","children"
11094,"LMSMPS501240011","churchwardens_overseers"
11095,"LMSMPS501240011","parents"
11096,"LMSMPS501240011","spinster"
11097,"LMSMPS501240015","churchwardens_petition"
11098,"LMSMPS501240015","rates"
11099,"LMSMPS501240017","disability"
11100,"LMSMPS501240020","children"
11101,"LMSMPS501240020","churchwardens_overseers"
11102,"LMSMPS501240020","son/daughter"
11103,"LMSMPS501240023","apprentice"
11104,"LMSMPS501240023","assault"
11105,"LMSMPS501240023","husband"
11106,"LMSMPS501240023","parents"
11107,"LMSMPS501240023","poor"
11108,"LMSMPS501240023","prisoner"
11109,"LMSMPS501240023","recognizances"
11110,"LMSMPS501240023","son/daughter"
11111,"LMSMPS501240023","wife"
11112,"LMSMPS501240024","churchwardens_overseers"
11113,"LMSMPS501240024","husband"
11114,"LMSMPS501240025","assault"
11115,"LMSMPS501240025","recognizances"
11116,"LMSMPS501240026","receiving"
11117,"LMSMPS501240026","recognizances"
11118,"LMSMPS501240027","husband"
11119,"LMSMPS501240027","widow"
11120,"LMSMPS501240028","rates"
11121,"LMSMPS501240029","is_poor"
11122,"LMSMPS501240029","widow"
11123,"LMSMPS501240030","poor"
11124,"LMSMPS501240032","churchwardens_overseers"
11125,"LMSMPS501240032","husband"
11126,"LMSMPS501240032","is_poor"
11127,"LMSMPS501240032","old_age"
11128,"LMSMPS501240032","removal"
11129,"LMSMPS501240032","wife"
11130,"LMSMPS501240034","is_poor"
11131,"LMSMPS501240034","wife"
11132,"LMSMPS501240036","office"
11133,"LMSMPS501240037","is_poor"
11134,"LMSMPS501240037","old_age"
11135,"LMSMPS501240037","wife"
11136,"LMSMPS501240039","husband"
11137,"LMSMPS501240039","wife"
11138,"LMSMPS501240041","assault"
11139,"LMSMPS501240041","prisoner"
11140,"LMSMPS501240043","misdemeanours"
11141,"LMSMPS501240044","children"
11142,"LMSMPS501240044","churchwardens_petition"
11143,"LMSMPS501240044","removal"
11144,"LMSMPS501240044","settlement"
11145,"LMSMPS501240044","wife"
11146,"LMSMPS501250005","churchwardens_overseers"
11147,"LMSMPS501250005","disability"
11148,"LMSMPS501250005","is_poor"
11149,"LMSMPS501250005","removal"
11150,"LMSMPS501250005","settlement"
11151,"LMSMPS501250005","son/daughter"
11152,"LMSMPS501250007","churchwardens_overseers"
11153,"LMSMPS501250008","parents"
