pid,"ll_img","ll_url",mpage,"mp_imgs","tags","year","court"
1198,"LMSLPS150480146","http://www.londonlives.org/browse.jsp?div=LMSLPS150480146",0,"","misdemeanours, poor, prisoner, recognizances","1737","SL"
1199,"LMSLPS150490002","http://www.londonlives.org/browse.jsp?div=LMSLPS150490002",0,"","children, churchwardens_petition, husband, parents, rates, wife","1738","SL"
1200,"LMSLPS150490004","http://www.londonlives.org/browse.jsp?div=LMSLPS150490004",0,"","children, churchwardens_petition, rates, son/daughter, wife","1738","SL"
1201,"LMSLPS150490022","http://www.londonlives.org/browse.jsp?div=LMSLPS150490022",0,"","churchwardens_overseers, rates","1738","SL"
1202,"LMSLPS150490026","http://www.londonlives.org/browse.jsp?div=LMSLPS150490026",0,"","prisoner","1738","SL"
1203,"LMSLPS150490027","http://www.londonlives.org/browse.jsp?div=LMSLPS150490027",0,"","prisoner","1738","SL"
1204,"LMSLPS150490040","http://www.londonlives.org/browse.jsp?div=LMSLPS150490040",0,"","felony, prisoner","1738","SL"
1205,"LMSLPS150490041","http://www.londonlives.org/browse.jsp?div=LMSLPS150490041",0,"","coining_forgery, prisoner","1738","SL"
1206,"LMSLPS150490053","http://www.londonlives.org/browse.jsp?div=LMSLPS150490053",0,"","children, churchwardens_petition, removal, settlement","1738","SL"
1207,"LMSLPS150490058","http://www.londonlives.org/browse.jsp?div=LMSLPS150490058",0,"","children, churchwardens_petition, removal, settlement, wife","1738","SL"
1208,"LMSLPS150490060","http://www.londonlives.org/browse.jsp?div=LMSLPS150490060",0,"","children, churchwardens_petition, removal, settlement, widow","1738","SL"
1209,"LMSLPS150490061","http://www.londonlives.org/browse.jsp?div=LMSLPS150490061",0,"","churchwardens_petition, removal, settlement, wife","1738","SL"
1210,"LMSLPS150490062","http://www.londonlives.org/browse.jsp?div=LMSLPS150490062",0,"","churchwardens_petition, removal, settlement","1738","SL"
1211,"LMSLPS150490064","http://www.londonlives.org/browse.jsp?div=LMSLPS150490064",0,"","churchwardens_petition, removal, widow","1738","SL"
1212,"LMSLPS150490067","http://www.londonlives.org/browse.jsp?div=LMSLPS150490067",0,"","churchwardens_petition, removal, settlement, wife","1738","SL"
1213,"LMSLPS150490068","http://www.londonlives.org/browse.jsp?div=LMSLPS150490068",0,"","children, churchwardens_petition, removal, settlement","1738","SL"
1214,"LMSLPS150490071","http://www.londonlives.org/browse.jsp?div=LMSLPS150490071",0,"","children, churchwardens_petition, removal, settlement, wife","1738","SL"
1215,"LMSLPS150490073","http://www.londonlives.org/browse.jsp?div=LMSLPS150490073",0,"","churchwardens_petition, removal, settlement, widow","1738","SL"
1216,"LMSLPS150490075","http://www.londonlives.org/browse.jsp?div=LMSLPS150490075",0,"","churchwardens_petition, removal, settlement","1738","SL"
1217,"LMSLPS150500006","http://www.londonlives.org/browse.jsp?div=LMSLPS150500006",0,"","felony, indictment, prisoner","1739","SL"
1218,"LMSLPS150500007","http://www.londonlives.org/browse.jsp?div=LMSLPS150500007",0,"","prisoner, theft","1739","SL"
1219,"LMSLPS150500008","http://www.londonlives.org/browse.jsp?div=LMSLPS150500008",0,"","apprentice, indictment, old_age, theft","1739","SL"
1220,"LMSLPS150500012","http://www.londonlives.org/browse.jsp?div=LMSLPS150500012",0,"","prisoner","1739","SL"
1221,"LMSLPS150500032","http://www.londonlives.org/browse.jsp?div=LMSLPS150500032",0,"","prisoner, transportation","1739","SL"
1222,"LMSLPS150500053","http://www.londonlives.org/browse.jsp?div=LMSLPS150500053",0,"","apprentice, assault, debtor, friends, son/daughter","1739","SL"
1223,"LMSLPS150500061","http://www.londonlives.org/browse.jsp?div=LMSLPS150500061",0,"","assault, indictment, is_poor, wife","1739","SL"
1224,"LMSLPS150500062","http://www.londonlives.org/browse.jsp?div=LMSLPS150500062",0,"","is_poor","1739","SL"
1225,"LMSLPS150500066","http://www.londonlives.org/browse.jsp?div=LMSLPS150500066",0,"","churchwardens_petition, removal, spinster","1739","SL"
1226,"LMSLPS150500067","http://www.londonlives.org/browse.jsp?div=LMSLPS150500067",0,"","churchwardens_petition, removal, settlement, widow","1739","SL"
1227,"LMSLPS150500068","http://www.londonlives.org/browse.jsp?div=LMSLPS150500068",0,"","children, churchwardens_petition, removal, settlement, son/daughter","1739","SL"
1228,"LMSLPS150500070","http://www.londonlives.org/browse.jsp?div=LMSLPS150500070",0,"","children, churchwardens_petition, removal, settlement, wife","1739","SL"
1229,"LMSLPS150500071","http://www.londonlives.org/browse.jsp?div=LMSLPS150500071",0,"","children, churchwardens_petition, removal, settlement, wife","1739","SL"
1230,"LMSLPS150500076","http://www.londonlives.org/browse.jsp?div=LMSLPS150500076",0,"","churchwardens_petition, removal, settlement, wife","1739","SL"
1231,"LMSLPS150500078","http://www.londonlives.org/browse.jsp?div=LMSLPS150500078",0,"","children, churchwardens_petition, removal, settlement, widow","1739","SL"
1232,"LMSLPS150500080","http://www.londonlives.org/browse.jsp?div=LMSLPS150500080",0,"","children, churchwardens_petition, removal, settlement, wife","1739","SL"
1233,"LMSLPS150500083","http://www.londonlives.org/browse.jsp?div=LMSLPS150500083",0,"","churchwardens_petition, removal, settlement, widow","1739","SL"
1234,"LMSLPS150500084","http://www.londonlives.org/browse.jsp?div=LMSLPS150500084",0,"","children, churchwardens_petition, removal, settlement, wife","1739","SL"
1235,"LMSLPS150500086","http://www.londonlives.org/browse.jsp?div=LMSLPS150500086",0,"","children, churchwardens_petition, removal, settlement, wife","1739","SL"
1236,"LMSLPS150500088","http://www.londonlives.org/browse.jsp?div=LMSLPS150500088",0,"","children, churchwardens_petition, removal, settlement, widow","1739","SL"
1237,"LMSLPS150500090","http://www.londonlives.org/browse.jsp?div=LMSLPS150500090",0,"","children, churchwardens_petition, removal, settlement, wife","1739","SL"
1238,"LMSLPS150500092","http://www.londonlives.org/browse.jsp?div=LMSLPS150500092",0,"","churchwardens_petition, removal, settlement, widow","1739","SL"
1239,"LMSLPS150500094","http://www.londonlives.org/browse.jsp?div=LMSLPS150500094",0,"","children, churchwardens_petition, removal, wife","1739","SL"
1240,"LMSLPS150500096","http://www.londonlives.org/browse.jsp?div=LMSLPS150500096",0,"","children, churchwardens_petition, removal, settlement, wife","1739","SL"
1241,"LMSLPS150500098","http://www.londonlives.org/browse.jsp?div=LMSLPS150500098",0,"","churchwardens_petition, removal, settlement, wife","1739","SL"
1242,"LMSLPS150500101","http://www.londonlives.org/browse.jsp?div=LMSLPS150500101",0,"","churchwardens_petition, removal, settlement, spinster","1739","SL"
1243,"LMSLPS150500103","http://www.londonlives.org/browse.jsp?div=LMSLPS150500103",0,"","bastardy, children, churchwardens_petition, removal, settlement","1739","SL"
1244,"LMSLPS150500105","http://www.londonlives.org/browse.jsp?div=LMSLPS150500105",0,"","children, churchwardens_petition, removal, settlement, widow","1739","SL"
1245,"LMSLPS150500108","http://www.londonlives.org/browse.jsp?div=LMSLPS150500108",0,"","churchwardens_petition, removal, settlement, widow","1739","SL"
1246,"LMSLPS150500109","http://www.londonlives.org/browse.jsp?div=LMSLPS150500109",0,"","indictment, misdemeanours","1739","SL"
1247,"LMSLPS150510005","http://www.londonlives.org/browse.jsp?div=LMSLPS150510005",0,"","assault, is_poor, recognizances, widow, wife","1740","SL"
1248,"LMSLPS150510006","http://www.londonlives.org/browse.jsp?div=LMSLPS150510006",1,"LMSLPS150510006||LMSLPS150510007","apprentice, churchwardens_overseers, removal","1740","SL"
1249,"LMSLPS150510053","http://www.londonlives.org/browse.jsp?div=LMSLPS150510053",0,"","churchwardens_petition, removal, settlement, wife","1740","SL"
1250,"LMSLPS150510055","http://www.londonlives.org/browse.jsp?div=LMSLPS150510055",0,"","churchwardens_petition, removal, settlement, wife","1740","SL"
1251,"LMSLPS150510059","http://www.londonlives.org/browse.jsp?div=LMSLPS150510059",0,"","churchwardens_petition, removal, settlement, wife","1740","SL"
1252,"LMSLPS150510061","http://www.londonlives.org/browse.jsp?div=LMSLPS150510061",0,"","churchwardens_petition, removal, settlement, widow","1740","SL"
1253,"LMSLPS150510062","http://www.londonlives.org/browse.jsp?div=LMSLPS150510062",0,"","churchwardens_petition, removal, settlement, widow","1740","SL"
1254,"LMSLPS150510064","http://www.londonlives.org/browse.jsp?div=LMSLPS150510064",0,"","children, churchwardens_petition, removal, settlement","1740","SL"
1255,"LMSLPS150510067","http://www.londonlives.org/browse.jsp?div=LMSLPS150510067",0,"","churchwardens_petition, removal, settlement, wife","1740","SL"
1256,"LMSLPS150510068","http://www.londonlives.org/browse.jsp?div=LMSLPS150510068",0,"","churchwardens_petition, removal, settlement, widow","1740","SL"
1257,"LMSLPS150510071","http://www.londonlives.org/browse.jsp?div=LMSLPS150510071",0,"","churchwardens_petition, removal, settlement, spinster","1740","SL"
1258,"LMSLPS150510073","http://www.londonlives.org/browse.jsp?div=LMSLPS150510073",0,"","children, churchwardens_petition, removal, settlement","1740","SL"
1259,"LMSLPS150510076","http://www.londonlives.org/browse.jsp?div=LMSLPS150510076",0,"","children, churchwardens_petition, removal, settlement","1740","SL"
1260,"LMSLPS150510078","http://www.londonlives.org/browse.jsp?div=LMSLPS150510078",0,"","churchwardens_petition, removal, settlement, spinster","1740","SL"
1261,"LMSLPS150510080","http://www.londonlives.org/browse.jsp?div=LMSLPS150510080",0,"","churchwardens_petition, removal, settlement, spinster","1740","SL"
1262,"LMSLPS150510083","http://www.londonlives.org/browse.jsp?div=LMSLPS150510083",0,"","children, churchwardens_petition, removal, settlement, wife","1740","SL"
1263,"LMSLPS150510084","http://www.londonlives.org/browse.jsp?div=LMSLPS150510084",0,"","children, churchwardens_petition, removal, settlement, wife","1740","SL"
1264,"LMSLPS150510087","http://www.londonlives.org/browse.jsp?div=LMSLPS150510087",0,"","churchwardens_petition, removal, settlement, wife","1740","SL"
1265,"LMSLPS150510088","http://www.londonlives.org/browse.jsp?div=LMSLPS150510088",0,"","churchwardens_petition, removal, settlement, spinster","1740","SL"
1266,"LMSLPS150510096","http://www.londonlives.org/browse.jsp?div=LMSLPS150510096",0,"","churchwardens_petition, removal, settlement","1740","SL"
1267,"LMSLPS150510098","http://www.londonlives.org/browse.jsp?div=LMSLPS150510098",0,"","churchwardens_petition, removal, settlement, spinster","1740","SL"
1268,"LMSLPS150520004","http://www.londonlives.org/browse.jsp?div=LMSLPS150520004",1,"LMSLPS150520004||LMSLPS150520005","trade","1741","SL"
1270,"LMSLPS150520041","http://www.londonlives.org/browse.jsp?div=LMSLPS150520041",0,"","apprentice","1741","SL"
1271,"LMSLPS150520056","http://www.londonlives.org/browse.jsp?div=LMSLPS150520056",0,"","children, churchwardens_petition, removal, settlement, wife","1741","SL"
1272,"LMSLPS150520059","http://www.londonlives.org/browse.jsp?div=LMSLPS150520059",0,"","children, churchwardens_petition, removal, settlement, wife","1741","SL"
1273,"LMSLPS150520060","http://www.londonlives.org/browse.jsp?div=LMSLPS150520060",0,"","churchwardens_petition, removal, settlement, wife","1741","SL"
1274,"LMSLPS150520062","http://www.londonlives.org/browse.jsp?div=LMSLPS150520062",0,"","churchwardens_petition, removal, settlement, widow","1741","SL"
1275,"LMSLPS150520064","http://www.londonlives.org/browse.jsp?div=LMSLPS150520064",0,"","children, churchwardens_petition, removal, settlement, wife","1741","SL"
1276,"LMSLPS150520065","http://www.londonlives.org/browse.jsp?div=LMSLPS150520065",0,"","churchwardens_petition, removal, settlement, wife","1741","SL"
1277,"LMSLPS150520067","http://www.londonlives.org/browse.jsp?div=LMSLPS150520067",0,"","churchwardens_petition, removal, wife","1741","SL"
1278,"LMSLPS150520069","http://www.londonlives.org/browse.jsp?div=LMSLPS150520069",0,"","children, churchwardens_petition, removal, settlement","1741","SL"
1279,"LMSLPS150520071","http://www.londonlives.org/browse.jsp?div=LMSLPS150520071",0,"","churchwardens_petition, removal, settlement","1741","SL"
1280,"LMSLPS150520073","http://www.londonlives.org/browse.jsp?div=LMSLPS150520073",0,"","churchwardens_petition, removal, settlement, wife","1741","SL"
1281,"LMSLPS150520076","http://www.londonlives.org/browse.jsp?div=LMSLPS150520076",0,"","children, churchwardens_petition, removal, settlement, wife","1741","SL"
1282,"LMSLPS150520077","http://www.londonlives.org/browse.jsp?div=LMSLPS150520077",0,"","children, churchwardens_petition, removal, settlement, wife","1741","SL"
1283,"LMSLPS150520079","http://www.londonlives.org/browse.jsp?div=LMSLPS150520079",0,"","churchwardens_petition, removal, settlement, wife","1741","SL"
1284,"LMSLPS150520081","http://www.londonlives.org/browse.jsp?div=LMSLPS150520081",0,"","children, churchwardens_petition, removal, wife","1741","SL"
1285,"LMSLPS150520083","http://www.londonlives.org/browse.jsp?div=LMSLPS150520083",0,"","churchwardens_petition, removal, settlement, wife","1741","SL"
1286,"LMSLPS150520085","http://www.londonlives.org/browse.jsp?div=LMSLPS150520085",0,"","churchwardens_petition, removal, settlement","1741","SL"
1287,"LMSLPS150520087","http://www.londonlives.org/browse.jsp?div=LMSLPS150520087",0,"","churchwardens_petition, old_age, removal, settlement","1741","SL"
1288,"LMSLPS150520089","http://www.londonlives.org/browse.jsp?div=LMSLPS150520089",0,"","churchwardens_petition, removal, settlement","1741","SL"
1289,"LMSLPS150520091","http://www.londonlives.org/browse.jsp?div=LMSLPS150520091",0,"","churchwardens_petition, removal","1741","SL"
1290,"LMSLPS150520100","http://www.londonlives.org/browse.jsp?div=LMSLPS150520100",0,"","children, churchwardens_petition, removal, settlement, wife","1741","SL"
1291,"LMSLPS150520104","http://www.londonlives.org/browse.jsp?div=LMSLPS150520104",0,"","children, churchwardens_petition, removal, settlement, wife","1741","SL"
1292,"LMSLPS150530028","http://www.londonlives.org/browse.jsp?div=LMSLPS150530028",0,"","debtor, indictment, poor, prisoner","1742","SL"
1293,"LMSLPS150530053","http://www.londonlives.org/browse.jsp?div=LMSLPS150530053",0,"","apprentice, assault, children, disability, is_poor","1742","SL"
1294,"LMSLPS150530112","http://www.londonlives.org/browse.jsp?div=LMSLPS150530112",0,"","churchwardens_petition, removal, settlement, widow","1742","SL"
1295,"LMSLPS150530113","http://www.londonlives.org/browse.jsp?div=LMSLPS150530113",0,"","children, churchwardens_petition, removal, settlement, wife","1742","SL"
1296,"LMSLPS150530114","http://www.londonlives.org/browse.jsp?div=LMSLPS150530114",0,"","churchwardens_petition, removal, settlement","1742","SL"
1297,"LMSLPS150530116","http://www.londonlives.org/browse.jsp?div=LMSLPS150530116",0,"","churchwardens_petition, removal, settlement, son/daughter, spinster, wife","1742","SL"
1298,"LMSLPS150530118","http://www.londonlives.org/browse.jsp?div=LMSLPS150530118",0,"","churchwardens_petition, removal, settlement, spinster","1742","SL"
1299,"LMSLPS150530121","http://www.londonlives.org/browse.jsp?div=LMSLPS150530121",0,"","churchwardens_petition, removal, settlement, wife","1742","SL"
1300,"LMSLPS150530122","http://www.londonlives.org/browse.jsp?div=LMSLPS150530122",0,"","churchwardens_petition, removal, settlement, wife","1742","SL"
1301,"LMSLPS150530124","http://www.londonlives.org/browse.jsp?div=LMSLPS150530124",0,"","churchwardens_petition, removal, settlement, wife","1742","SL"
1302,"LMSLPS150530126","http://www.londonlives.org/browse.jsp?div=LMSLPS150530126",0,"","children, churchwardens_petition, removal, settlement, widow, wife","1742","SL"
1303,"LMSLPS150530130","http://www.londonlives.org/browse.jsp?div=LMSLPS150530130",0,"","churchwardens_petition, removal, settlement, spinster","1742","SL"
1304,"LMSLPS150530131","http://www.londonlives.org/browse.jsp?div=LMSLPS150530131",0,"","churchwardens_petition, removal, wife","1742","SL"
1305,"LMSLPS150530133","http://www.londonlives.org/browse.jsp?div=LMSLPS150530133",0,"","churchwardens_petition, removal, settlement, widow","1742","SL"
1306,"LMSLPS150530135","http://www.londonlives.org/browse.jsp?div=LMSLPS150530135",0,"","churchwardens_petition, removal, settlement, widow","1742","SL"
1307,"LMSLPS150530137","http://www.londonlives.org/browse.jsp?div=LMSLPS150530137",0,"","churchwardens_petition, removal, settlement, widow","1742","SL"
1308,"LMSLPS150530147","http://www.londonlives.org/browse.jsp?div=LMSLPS150530147",0,"","churchwardens_petition, removal, settlement, wife","1742","SL"
1309,"LMSLPS150540007","http://www.londonlives.org/browse.jsp?div=LMSLPS150540007",0,"","bastardy, children, churchwardens_overseers, spinster","1743","SL"
1310,"LMSLPS150540015","http://www.londonlives.org/browse.jsp?div=LMSLPS150540015",0,"","felony, prisoner","1743","SL"
1311,"LMSLPS150540029","http://www.londonlives.org/browse.jsp?div=LMSLPS150540029",0,"","felony, prisoner, theft","1743","SL"
1312,"LMSLPS150540056","http://www.londonlives.org/browse.jsp?div=LMSLPS150540056",0,"","children, churchwardens_petition, removal, settlement, wife","1743","SL"
1313,"LMSLPS150540060","http://www.londonlives.org/browse.jsp?div=LMSLPS150540060",0,"","churchwardens_petition, removal, settlement, spinster","1743","SL"
1314,"LMSLPS150540061","http://www.londonlives.org/browse.jsp?div=LMSLPS150540061",0,"","churchwardens_petition, removal, settlement, spinster","1743","SL"
1315,"LMSLPS150540063","http://www.londonlives.org/browse.jsp?div=LMSLPS150540063",0,"","churchwardens_petition, disability, parishioners, poor, removal, settlement, wife","1743","SL"
1316,"LMSLPS150540064","http://www.londonlives.org/browse.jsp?div=LMSLPS150540064",0,"","children, churchwardens_petition, disability, parents, parishioners, poor, removal, settlement, son/daughter, wife","1743","SL"
1317,"LMSLPS150540065","http://www.londonlives.org/browse.jsp?div=LMSLPS150540065",0,"","children, churchwardens_petition, disability, parents, parishioners, poor, removal, settlement, son/daughter, wife","1743","SL"
1318,"LMSLPS150540066","http://www.londonlives.org/browse.jsp?div=LMSLPS150540066",0,"","children, churchwardens_petition, removal, settlement, son/daughter, widow","1743","SL"
1319,"LMSLPS150540071","http://www.londonlives.org/browse.jsp?div=LMSLPS150540071",0,"","churchwardens_petition, removal, settlement, wife","1743","SL"
1320,"LMSLPS150540072","http://www.londonlives.org/browse.jsp?div=LMSLPS150540072",0,"","churchwardens_petition, removal, settlement, spinster","1743","SL"
1321,"LMSLPS150540074","http://www.londonlives.org/browse.jsp?div=LMSLPS150540074",0,"","churchwardens_petition, removal, settlement","1743","SL"
1322,"LMSLPS150540077","http://www.londonlives.org/browse.jsp?div=LMSLPS150540077",0,"","churchwardens_petition, recognizances, removal, settlement, wife","1743","SL"
1323,"LMSLPS150540078","http://www.londonlives.org/browse.jsp?div=LMSLPS150540078",0,"","children, churchwardens_petition, removal, settlement, wife","1743","SL"
1324,"LMSLPS150540080","http://www.londonlives.org/browse.jsp?div=LMSLPS150540080",0,"","churchwardens_petition, removal, settlement, widow","1743","SL"
1325,"LMSLPS150540082","http://www.londonlives.org/browse.jsp?div=LMSLPS150540082",0,"","churchwardens_petition, settlement, wife","1743","SL"
1326,"LMSLPS150540085","http://www.londonlives.org/browse.jsp?div=LMSLPS150540085",0,"","churchwardens_petition, removal, settlement","1743","SL"
1327,"LMSLPS150540086","http://www.londonlives.org/browse.jsp?div=LMSLPS150540086",0,"","children, churchwardens_petition, removal, settlement","1743","SL"
1328,"LMSLPS150540088","http://www.londonlives.org/browse.jsp?div=LMSLPS150540088",0,"","churchwardens_petition, removal, settlement, spinster","1743","SL"
1329,"LMSLPS150540091","http://www.londonlives.org/browse.jsp?div=LMSLPS150540091",0,"","children, churchwardens_petition, removal, settlement, wife","1743","SL"
1330,"LMSLPS150540093","http://www.londonlives.org/browse.jsp?div=LMSLPS150540093",0,"","churchwardens_petition, removal, settlement, widow","1743","SL"
1331,"LMSLPS150540096","http://www.londonlives.org/browse.jsp?div=LMSLPS150540096",0,"","children, churchwardens_petition, removal, settlement, wife","1743","SL"
1332,"LMSLPS150540100","http://www.londonlives.org/browse.jsp?div=LMSLPS150540100",0,"","churchwardens_petition, removal, settlement, widow","1743","SL"
1333,"LMSLPS150540102","http://www.londonlives.org/browse.jsp?div=LMSLPS150540102",0,"","children, churchwardens_petition, removal, settlement, wife","1743","SL"
1334,"LMSLPS150550007","http://www.londonlives.org/browse.jsp?div=LMSLPS150550007",0,"","drink, rates","1744","SL"
1335,"LMSLPS150550017","http://www.londonlives.org/browse.jsp?div=LMSLPS150550017",0,"","apprentice, assault, churchwardens_overseers, widow","1744","SL"
1336,"LMSLPS150550042","http://www.londonlives.org/browse.jsp?div=LMSLPS150550042",0,"","apprentice, children, poor, widow","1744","SL"
1337,"LMSLPS150550044","http://www.londonlives.org/browse.jsp?div=LMSLPS150550044",0,"","apprentice, assault, children, is_poor, son/daughter, wife","1744","SL"
1338,"LMSLPS150550062","http://www.londonlives.org/browse.jsp?div=LMSLPS150550062",0,"","felony, prisoner, transportation","1744","SL"
1339,"LMSLPS150550108","http://www.londonlives.org/browse.jsp?div=LMSLPS150550108",0,"","bastardy, children, churchwardens_overseers, parents, spinster","1744","SL"
1340,"LMSLPS150550109","http://www.londonlives.org/browse.jsp?div=LMSLPS150550109",1,"LMSLPS150550109||LMSLPS150550110","bastardy, children, churchwardens_overseers, parents, spinster","1744","SL"
1342,"LMSLPS150550113","http://www.londonlives.org/browse.jsp?div=LMSLPS150550113",0,"","prisoner, riot, theft","1744","SL"
1343,"LMSLPS150550159","http://www.londonlives.org/browse.jsp?div=LMSLPS150550159",0,"","churchwardens_petition, removal, settlement, son/daughter, widow","1744","SL"
1344,"LMSLPS150550162","http://www.londonlives.org/browse.jsp?div=LMSLPS150550162",0,"","children, churchwardens_petition, removal, settlement","1744","SL"
1345,"LMSLPS150550165","http://www.londonlives.org/browse.jsp?div=LMSLPS150550165",0,"","churchwardens_petition, removal, settlement, spinster","1744","SL"
1346,"LMSLPS150550166","http://www.londonlives.org/browse.jsp?div=LMSLPS150550166",1,"LMSLPS150550166||LMSLPS150550167","churchwardens_petition, husband, removal, settlement, widow","1744","SL"
1347,"LMSLPS150550169","http://www.londonlives.org/browse.jsp?div=LMSLPS150550169",0,"","children, churchwardens_petition, prisoner, removal, settlement, wife","1744","SL"
1348,"LMSLPS150550171","http://www.londonlives.org/browse.jsp?div=LMSLPS150550171",0,"","churchwardens_petition, removal, settlement, spinster","1744","SL"
1349,"LMSLPS150550173","http://www.londonlives.org/browse.jsp?div=LMSLPS150550173",0,"","churchwardens_petition, removal, settlement, wife","1744","SL"
1350,"LMSLPS150550175","http://www.londonlives.org/browse.jsp?div=LMSLPS150550175",0,"","children, churchwardens_petition, removal, settlement, wife","1744","SL"
1351,"LMSLPS150550177","http://www.londonlives.org/browse.jsp?div=LMSLPS150550177",0,"","children, churchwardens_petition, debtor, prisoner, removal, settlement, wife","1744","SL"
1352,"LMSLPS150550179","http://www.londonlives.org/browse.jsp?div=LMSLPS150550179",0,"","churchwardens_petition, removal, wife","1744","SL"
1353,"LMSLPS150550181","http://www.londonlives.org/browse.jsp?div=LMSLPS150550181",0,"","churchwardens_petition, removal, settlement, wife","1744","SL"
1354,"LMSLPS150550183","http://www.londonlives.org/browse.jsp?div=LMSLPS150550183",0,"","churchwardens_petition, removal, settlement","1744","SL"
1355,"LMSLPS150550185","http://www.londonlives.org/browse.jsp?div=LMSLPS150550185",0,"","children, churchwardens_petition, removal, settlement","1744","SL"
1356,"LMSLPS150560009","http://www.londonlives.org/browse.jsp?div=LMSLPS150560009",0,"","prisoner, recognizances","1745","SL"
1357,"LMSLPS150560011","http://www.londonlives.org/browse.jsp?div=LMSLPS150560011",0,"","children, fine, imprisonment, prisoner, recognizances, wife","1745","SL"
1358,"LMSLPS150560031","http://www.londonlives.org/browse.jsp?div=LMSLPS150560031",0,"","churchwardens_overseers, parishioners, rates","1745","SL"
1359,"LMSLPS150560053","http://www.londonlives.org/browse.jsp?div=LMSLPS150560053",0,"","children, drink","1745","SL"
1360,"LMSLPS150560054","http://www.londonlives.org/browse.jsp?div=LMSLPS150560054",0,"","wages","1745","SL"
1361,"LMSLPS150560055","http://www.londonlives.org/browse.jsp?div=LMSLPS150560055",0,"","bastardy, children, churchwardens_petition, parishioners, spinster","1745","SL"
1362,"LMSLPS150560068","http://www.londonlives.org/browse.jsp?div=LMSLPS150560068",0,"","assault, recognizances","1745","SL"
1363,"LMSLPS150560085","http://www.londonlives.org/browse.jsp?div=LMSLPS150560085",0,"","apprentice, children, is_poor, spinster","1745","SL"
1364,"LMSLPS150560091","http://www.londonlives.org/browse.jsp?div=LMSLPS150560091",0,"","children, churchwardens_petition, removal, settlement, widow","1745","SL"
1365,"LMSLPS150560092","http://www.londonlives.org/browse.jsp?div=LMSLPS150560092",0,"","churchwardens_petition, poor, removal, spinster","1745","SL"
1366,"LMSLPS150560093","http://www.londonlives.org/browse.jsp?div=LMSLPS150560093",0,"","churchwardens_petition, removal, settlement, wife","1745","SL"
1367,"LMSLPS150560094","http://www.londonlives.org/browse.jsp?div=LMSLPS150560094",0,"","churchwardens_petition, prisoner, removal, settlement, wife","1745","SL"
1368,"LMSLPS150560095","http://www.londonlives.org/browse.jsp?div=LMSLPS150560095",0,"","children, churchwardens_petition, removal, settlement, wife","1745","SL"
1369,"LMSLPS150560099","http://www.londonlives.org/browse.jsp?div=LMSLPS150560099",0,"","churchwardens_petition, removal, settlement","1745","SL"
1370,"LMSLPS150560100","http://www.londonlives.org/browse.jsp?div=LMSLPS150560100",0,"","children, churchwardens_petition, removal, settlement, wife","1745","SL"
1371,"LMSLPS150560103","http://www.londonlives.org/browse.jsp?div=LMSLPS150560103",0,"","churchwardens_petition, removal, settlement, wife","1745","SL"
1372,"LMSLPS150560106","http://www.londonlives.org/browse.jsp?div=LMSLPS150560106",0,"","children, churchwardens_petition, removal, settlement, wife","1745","SL"
1373,"LMSLPS150560109","http://www.londonlives.org/browse.jsp?div=LMSLPS150560109",0,"","churchwardens_petition, removal, settlement, spinster","1745","SL"
1374,"LMSLPS150560111","http://www.londonlives.org/browse.jsp?div=LMSLPS150560111",0,"","churchwardens_petition, disability, removal, settlement","1745","SL"
1375,"LMSLPS150560113","http://www.londonlives.org/browse.jsp?div=LMSLPS150560113",0,"","churchwardens_petition, removal, settlement, wife","1745","SL"
1376,"LMSLPS150560116","http://www.londonlives.org/browse.jsp?div=LMSLPS150560116",0,"","churchwardens_petition, removal, settlement, widow","1745","SL"
1377,"LMSLPS150560117","http://www.londonlives.org/browse.jsp?div=LMSLPS150560117",0,"","churchwardens_petition, removal, settlement, widow","1745","SL"
1378,"LMSLPS150560119","http://www.londonlives.org/browse.jsp?div=LMSLPS150560119",0,"","churchwardens_petition, removal, settlement, wife","1745","SL"
1379,"LMSLPS150560121","http://www.londonlives.org/browse.jsp?div=LMSLPS150560121",0,"","churchwardens_petition, removal, settlement, wife","1745","SL"
1380,"LMSLPS150560125","http://www.londonlives.org/browse.jsp?div=LMSLPS150560125",0,"","children, churchwardens_petition, removal, settlement, son/daughter, wife","1745","SL"
1381,"LMSLPS150570005","http://www.londonlives.org/browse.jsp?div=LMSLPS150570005",0,"","apprentice, assault, friends, wife","1746","SL"
1382,"LMSLPS150570006","http://www.londonlives.org/browse.jsp?div=LMSLPS150570006",0,"","apprentice, assault, friends, wife","1746","SL"
1383,"LMSLPS150570039","http://www.londonlives.org/browse.jsp?div=LMSLPS150570039",0,"","indictment, prisoner","1746","SL"
1384,"LMSLPS150570041","http://www.londonlives.org/browse.jsp?div=LMSLPS150570041",0,"","assault, prisoner","1746","SL"
1385,"LMSLPS150570062","http://www.londonlives.org/browse.jsp?div=LMSLPS150570062",0,"","bastardy, children, churchwardens_petition, removal, settlement","1746","SL"
1386,"LMSLPS150570066","http://www.londonlives.org/browse.jsp?div=LMSLPS150570066",0,"","children, churchwardens_petition, removal, settlement, wife","1746","SL"
1387,"LMSLPS150570070","http://www.londonlives.org/browse.jsp?div=LMSLPS150570070",0,"","bastardy, children, churchwardens_petition, removal, settlement","1746","SL"
1388,"LMSLPS150570071","http://www.londonlives.org/browse.jsp?div=LMSLPS150570071",0,"","churchwardens_petition, removal","1746","SL"
